State,LGA,Ward,PU-Code,PU-Name,Full Address,Latitude,Longitude,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File
OYO,ATIBA,ASHIPA I,30-03-08-001,AATAN,OYO ATIBA ASHIPA I 30-03-08-001 AATAN,7.8613836,3.9260131,210,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,116,7,72,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/08/pu/001/001-1677396685.pdf
OYO,ATIBA,ASHIPA I,30-03-08-003,ASHIPA,OYO ATIBA ASHIPA I 30-03-08-003 ASHIPA,7.8613836,3.9260131,270,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,131,6,126,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/08/pu/003/003-1677422354.pdf
OYO,ATIBA,ASHIPA I,30-03-08-004,IKOLABA,OYO ATIBA ASHIPA I 30-03-08-004 IKOLABA,7.8613836,3.9260131,245,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,156,2,66,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/08/pu/004/004-1677420702.pdf
OYO,ATIBA,ASHIPA I,30-03-08-006,ODEMOJA,OYO ATIBA ASHIPA I 30-03-08-006 ODEMOJA,7.8613836,3.9260131,179,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,89,3,64,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/08/pu/006/006-1677423623.pdf
OYO,ATIBA,ASHIPA II,30-03-09-003,AGO OMISEYI,OYO ATIBA ASHIPA II 30-03-09-003 AGO OMISEYI,7.9079426,3.9572374,192,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,116,14,52,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24751/pu/100343/100343-1677479735.pdf
OYO,ATIBA,ASHIPA II,30-03-09-005,AKODUDU I,OYO ATIBA ASHIPA II 30-03-09-005 AKODUDU I,7.8618142,3.9332148,197,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,109,0,82,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24751/pu/100345/100345-1677466958.pdf
OYO,ATIBA,ASHIPA II,30-03-09-006,AKODUDU II,OYO ATIBA ASHIPA II 30-03-09-006 AKODUDU II,7.8618142,3.9332148,203,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,142,7,41,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24751/pu/100346/100346-1677472631.pdf
OYO,ATIBA,ASHIPA II,30-03-09-007,BAALE AGBE,OYO ATIBA ASHIPA II 30-03-09-007 BAALE AGBE,7.9176324,3.924455,266,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,177,6,75,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/09/pu/007/007-1677425004.pdf
OYO,ATIBA,ASHIPA II,30-03-09-008,KOSO,OYO ATIBA ASHIPA II 30-03-09-008 KOSO,7.9079426,3.9572374,194,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,94,16,67,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24751/pu/100348/100348-1677466436.pdf
OYO,ATIBA,ASHIPA II,30-03-09-010,"L.A. SCHOOL, SABO I","OYO ATIBA ASHIPA II 30-03-09-010 L.A. SCHOOL, SABO I",7.9079426,3.9572374,164,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,113,9,29,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24751/pu/100350/100350-1677472190.pdf
OYO,ATIBA,ASHIPA II,30-03-09-011,"L.A. SCHOOL, SABO II","OYO ATIBA ASHIPA II 30-03-09-011 L.A. SCHOOL, SABO II",7.8727992,3.9393926,187,750,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,115,14,33,3,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24751/pu/100351/100351-1677467415.pdf
OYO,ATIBA,ASHIPA II,30-03-09-013,OLORI-OSO,OYO ATIBA ASHIPA II 30-03-09-013 OLORI-OSO,7.9079426,3.9572374,176,672,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,87,4,68,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24751/pu/100353/100353-1677466408.pdf
OYO,ATIBA,ASHIPA II,30-03-09-014,OYATUTU,OYO ATIBA ASHIPA II 30-03-09-014 OYATUTU,7.9079426,3.9572374,87,409,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,64,2,16,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24751/pu/100354/100354-1677462891.pdf
OYO,ATIBA,ASHIPA II,30-03-09-016,SAKUTU SABO,OYO ATIBA ASHIPA II 30-03-09-016 SAKUTU SABO,7.9079426,3.9572374,176,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,71,52,38,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24751/pu/100356/100356-1677467993.pdf
OYO,ATIBA,ASHIPA III,30-03-10-001,AGBERINDE,OYO ATIBA ASHIPA III 30-03-10-001 AGBERINDE,8.246514,3.8655303,151,629,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,60,12,59,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/001/001-1677420174.pdf
OYO,ATIBA,ASHIPA III,30-03-10-002,ALUBATA,OYO ATIBA ASHIPA III 30-03-10-002 ALUBATA,8.246514,3.8655303,91,358,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,38,14,34,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/002/002-1677423662.pdf
OYO,ATIBA,ASHIPA III,30-03-10-003,ARINKINKIN,OYO ATIBA ASHIPA III 30-03-10-003 ARINKINKIN,8.0293093,3.9010155,196,776,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,117,14,35,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/003/003-1677424326.pdf
OYO,ATIBA,ASHIPA III,30-03-10-005,AYETORO AJEGBENDU,OYO ATIBA ASHIPA III 30-03-10-005 AYETORO AJEGBENDU,8.246514,3.8655303,115,341,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,41,1,60,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/005/005-1677421569.pdf
OYO,ATIBA,ASHIPA III,30-03-10-007,IDA-OGUN I,OYO ATIBA ASHIPA III 30-03-10-007 IDA-OGUN I,8.1001883,3.9280835,174,592,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,117,3,35,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/007/007-1677425345.pdf
OYO,ATIBA,ASHIPA III,30-03-10-008,IDA-OGUN II,OYO ATIBA ASHIPA III 30-03-10-008 IDA-OGUN II,8.1001883,3.9280835,77,147,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,54,1,17,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24752/pu/100364/100364-1677471962.pdf
OYO,ATIBA,ASHIPA III,30-03-10-010,IGBO NLA,OYO ATIBA ASHIPA III 30-03-10-010 IGBO NLA,8.246514,3.8655303,80,297,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,30,9,31,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/010/010-1677425914.pdf
OYO,ATIBA,ASHIPA III,30-03-10-011,ILOWA I,OYO ATIBA ASHIPA III 30-03-10-011 ILOWA I,8.246514,3.8655303,147,409,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,47,2,86,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/011/011-1677426422.pdf
OYO,ATIBA,ASHIPA III,30-03-10-013,IPONRIN SANGODEYI,OYO ATIBA ASHIPA III 30-03-10-013 IPONRIN SANGODEYI,8.0747071,3.9135128,129,504,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,59,7,38,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/013/013-1677427980.pdf
OYO,ATIBA,ASHIPA III,30-03-10-014,KOSO-AMO,OYO ATIBA ASHIPA III 30-03-10-014 KOSO-AMO,8.246514,3.8655303,100,663,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,64,2,32,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/03/ward/10/pu/014/014-1677428533.pdf
OYO,ATIBA,ASHIPA III,30-03-10-015,LATULA,OYO ATIBA ASHIPA III 30-03-10-015 LATULA,8.1250718,3.7628731,66,147,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,46,5,10,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24752/pu/100371/100371-1677467147.pdf
OYO,ATIBA,ASHIPA III,30-03-10-016,OJATAYE,OYO ATIBA ASHIPA III 30-03-10-016 OJATAYE,8.246514,3.8655303,128,545,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,76,0,43,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24752/pu/100372/100372-1677466796.pdf
OYO,ATIBA,ASHIPA III,30-03-10-017,ORIGBEMIDELE,OYO ATIBA ASHIPA III 30-03-10-017 ORIGBEMIDELE,8.246514,3.8655303,107,271,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,42,3,60,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24752/pu/100373/100373-1677466311.pdf
OYO,ATIBA,ASHIPA III,30-03-10-018,OTEFON,OYO ATIBA ASHIPA III 30-03-10-018 OTEFON,8.1431526,3.905632,183,602,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,106,1,30,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24752/pu/100374/100374-1677465699.pdf
OYO,ATIBA,ASHIPA III,30-03-10-019,PONBE OLOYA I,OYO ATIBA ASHIPA III 30-03-10-019 PONBE OLOYA I,8.246514,3.8655303,177,558,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,76,5,69,2,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24752/pu/100375/100375-1677465188.pdf
OYO,ATIBA,ASHIPA III,30-03-10-020,PONBE OLOYA II,OYO ATIBA ASHIPA III 30-03-10-020 PONBE OLOYA II,8.246514,3.8655303,187,645,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,108,6,48,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3736/ward/24752/pu/100376/100376-1677464228.pdf
OYO,ATISBO,TEDE I,30-04-01-004,BAPTIST PRIMARY SCHOOL II ??,OYO ATISBO TEDE I 30-04-01-004 BAPTIST PRIMARY SCHOOL II ??,8.5511939,3.4439976,59,198,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,27,10,13,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/004/004-1677402612.pdf
OYO,ATISBO,TEDE I,30-04-01-005,EGBEOMO COMPOUND AREA I,OYO ATISBO TEDE I 30-04-01-005 EGBEOMO COMPOUND AREA I,8.5681245,3.4094629,104,288,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,44,3,47,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/005/005-1677403510.pdf
OYO,ATISBO,TEDE I,30-04-01-007,BRICKLAYER OLD CHURCH AREA I,OYO ATISBO TEDE I 30-04-01-007 BRICKLAYER OLD CHURCH AREA I,8.5681245,3.4094629,136,346,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,81,2,22,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/007/007-1677404857.pdf
OYO,ATISBO,TEDE I,30-04-01-008,BRICKLAYER OLD CHURCH AREA II,OYO ATISBO TEDE I 30-04-01-008 BRICKLAYER OLD CHURCH AREA II,8.5681245,3.4094629,75,241,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,43,0,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/008/008-1677405825.pdf
OYO,ATISBO,TEDE I,30-04-01-009,OKUDI VILLAGE I,OYO ATISBO TEDE I 30-04-01-009 OKUDI VILLAGE I,8.5681245,3.4094629,91,248,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,66,1,11,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/009/009-1677405986.pdf
OYO,ATISBO,TEDE I,30-04-01-010,OKUDI VILLAGE II,OYO ATISBO TEDE I 30-04-01-010 OKUDI VILLAGE II,8.5681245,3.4094629,143,491,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,90,0,20,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/010/010-1677407301.pdf
OYO,ATISBO,TEDE I,30-04-01-011,AGORO'S COMPOUND AREA I,OYO ATISBO TEDE I 30-04-01-011 AGORO'S COMPOUND AREA I,8.5681245,3.4094629,113,351,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,51,2,23,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/011/011-1677407381.pdf
OYO,ATISBO,TEDE I,30-04-01-012,AGORO'S COMPOUND AREA II,OYO ATISBO TEDE I 30-04-01-012 AGORO'S COMPOUND AREA II,8.5681245,3.4094629,96,330,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,51,4,20,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/012/012-1677414369.pdf
OYO,ATISBO,TEDE I,30-04-01-013,AREOJE COMPOUND AREA,OYO ATISBO TEDE I 30-04-01-013 AREOJE COMPOUND AREA,8.5681245,3.4094629,120,376,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,63,3,17,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/01/pu/013/013-1677414488.pdf
OYO,ATISBO,TEDE II,30-04-02-001,MATERNITY CENTRE,OYO ATISBO TEDE II 30-04-02-001 MATERNITY CENTRE,8.4237423,3.6217802,119,364,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,52,4,22,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/001/001-1677407358.pdf
OYO,ATISBO,TEDE II,30-04-02-002,TOWN HALL I (A),OYO ATISBO TEDE II 30-04-02-002 TOWN HALL I (A),8.4237423,3.6217802,83,250,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,50,2,10,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/002/002-1677403077.pdf
OYO,ATISBO,TEDE II,30-04-02-003,TOWN HALL I (B),OYO ATISBO TEDE II 30-04-02-003 TOWN HALL I (B),8.4237423,3.6217802,72,274,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,52,0,22,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/003/003-1677408915.pdf
OYO,ATISBO,TEDE II,30-04-02-004,TOWN HALL II (A),OYO ATISBO TEDE II 30-04-02-004 TOWN HALL II (A),8.4237423,3.6217802,59,192,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,36,0,12,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/004/004-1677406115.pdf
OYO,ATISBO,TEDE II,30-04-02-005,TOWN HALL II(B),OYO ATISBO TEDE II 30-04-02-005 TOWN HALL II(B),8.4237423,3.6217802,60,184,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,35,5,15,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/005/005-1677408560.pdf
OYO,ATISBO,TEDE II,30-04-02-006,OBADA MARKET/DISPENSARY (A),OYO ATISBO TEDE II 30-04-02-006 OBADA MARKET/DISPENSARY (A),8.4237423,3.6217802,162,491,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,73,12,37,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/006/006-1677401078.pdf
OYO,ATISBO,TEDE II,30-04-02-007,OBADA MARKET/DISPENSARY (B),OYO ATISBO TEDE II 30-04-02-007 OBADA MARKET/DISPENSARY (B),8.4237423,3.6217802,115,339,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,56,6,22,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/007/007-1677408016.pdf
OYO,ATISBO,TEDE II,30-04-02-008,RCM. PRIMARY SCHOOL I(A),OYO ATISBO TEDE II 30-04-02-008 RCM. PRIMARY SCHOOL I(A),8.5610788,3.4503079,90,255,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,38,7,16,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/008/008-1677405163.pdf
OYO,ATISBO,TEDE II,30-04-02-009,RCM. PRIMARY SCHOOL I (B),OYO ATISBO TEDE II 30-04-02-009 RCM. PRIMARY SCHOOL I (B),8.5610788,3.4503079,134,337,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,45,31,34,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/009/009-1677410376.pdf
OYO,ATISBO,TEDE II,30-04-02-010,RCM. PRIMARY SCHOOL II (A),OYO ATISBO TEDE II 30-04-02-010 RCM. PRIMARY SCHOOL II (A),8.5610788,3.4503079,171,459,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,94,30,20,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/010/010-1677409743.pdf
OYO,ATISBO,TEDE II,30-04-02-011,RCM. PRIMARY SCHOOL II (B),OYO ATISBO TEDE II 30-04-02-011 RCM. PRIMARY SCHOOL II (B),8.5610788,3.4503079,33,141,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,15,2,9,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/011/011-1677401728.pdf
OYO,ATISBO,TEDE II,30-04-02-012,A.U.D. PRIMARY SCHOOL,OYO ATISBO TEDE II 30-04-02-012 A.U.D. PRIMARY SCHOOL,8.3824436,3.3388917,177,575,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,73,24,48,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/012/012-1677401920.pdf
OYO,ATISBO,TEDE II,30-04-02-013,AYANGUN'S COMPOUND I,OYO ATISBO TEDE II 30-04-02-013 AYANGUN'S COMPOUND I,8.4237423,3.6217802,187,539,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,91,10,37,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/013/013-1677404086.pdf
OYO,ATISBO,TEDE II,30-04-02-014,AYANGUN'S COMPOUND II,OYO ATISBO TEDE II 30-04-02-014 AYANGUN'S COMPOUND II,8.4237423,3.6217802,57,163,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,35,5,11,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/014/014-1677410663.pdf
OYO,ATISBO,TEDE II,30-04-02-016,BAARA'S VILLAGE II,OYO ATISBO TEDE II 30-04-02-016 BAARA'S VILLAGE II,8.4237423,3.6217802,95,858,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,32,1,9,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/016/016-1677399656.pdf
OYO,ATISBO,TEDE II,30-04-02-017,AJEBAMIDELE VILLAGE I,OYO ATISBO TEDE II 30-04-02-017 AJEBAMIDELE VILLAGE I,8.4237423,3.6217802,82,417,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,37,4,35,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/017/017-1677402596.pdf
OYO,ATISBO,TEDE II,30-04-02-018,AJEBAMIDELE VILLAGE II,OYO ATISBO TEDE II 30-04-02-018 AJEBAMIDELE VILLAGE II,8.4237423,3.6217802,66,298,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,22,15,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/018/018-1677404016.pdf
OYO,ATISBO,TEDE II,30-04-02-019,ALAKUKO VILLAGE,OYO ATISBO TEDE II 30-04-02-019 ALAKUKO VILLAGE,8.4237423,3.6217802,86,701,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,26,13,7,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/019/019-1677401217.pdf
OYO,ATISBO,TEDE II,30-04-02-020,GAA SAMBO I,OYO ATISBO TEDE II 30-04-02-020 GAA SAMBO I,8.4237423,3.6217802,143,382,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,117,0,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/020/020-1677414401.pdf
OYO,ATISBO,TEDE II,30-04-02-021,GAA SAMBO II,OYO ATISBO TEDE II 30-04-02-021 GAA SAMBO II,8.4237423,3.6217802,18,234,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,11,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/021/021-1677400284.pdf
OYO,ATISBO,TEDE II,30-04-02-022,GAA SAMBO III,OYO ATISBO TEDE II 30-04-02-022 GAA SAMBO III,8.4237423,3.6217802,40,360,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,19,6,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/02/pu/022/022-1677404528.pdf
OYO,ATISBO,IRAWO ILE,30-04-03-002,BAPTIST PRIMARY SCHOOL I (B),OYO ATISBO IRAWO ILE 30-04-03-002 BAPTIST PRIMARY SCHOOL I (B),8.547768,3.339122,112,375,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,43,8,49,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/03/pu/002/002-1677419252.pdf
OYO,ATISBO,IRAWO ILE,30-04-03-005,BAPTIST PRIMARY SCHOOL III,OYO ATISBO IRAWO ILE 30-04-03-005 BAPTIST PRIMARY SCHOOL III,8.547768,3.339122,41,318,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,9,2,20,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/03/pu/005/005-1677423491.pdf
OYO,ATISBO,IRAWO ILE,30-04-03-007,A.U.D. SCHOOL II (A),OYO ATISBO IRAWO ILE 30-04-03-007 A.U.D. SCHOOL II (A),8.5465104,3.3322808,83,393,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,45,2,17,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/03/pu/007/007-1677418714.pdf
OYO,ATISBO,IRAWO ILE,30-04-03-008,A.U.D. SCHOOL II (B),OYO ATISBO IRAWO ILE 30-04-03-008 A.U.D. SCHOOL II (B),8.5465104,3.3322808,56,302,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,29,0,14,0,https://docs.inecelectionresults.net/elections/1292/1677438428-100423.pdf
OYO,ATISBO,IRAWO ILE,30-04-03-009,A.U.D. SCHOOL III (A),OYO ATISBO IRAWO ILE 30-04-03-009 A.U.D. SCHOOL III (A),8.5465104,3.3322808,91,258,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,53,4,17,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/03/pu/009/009-1677420386.pdf
OYO,ATISBO,IRAWO ILE,30-04-03-010,A.U.D. SCHOOL III (B),OYO ATISBO IRAWO ILE 30-04-03-010 A.U.D. SCHOOL III (B),8.5465104,3.3322808,50,254,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,13,16,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/03/pu/010/010-1677420389.pdf
OYO,ATISBO,IRAWO ILE,30-04-03-011,POST OFFICE I,OYO ATISBO IRAWO ILE 30-04-03-011 POST OFFICE I,8.5465104,3.3322808,95,279,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,48,2,19,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/03/pu/011/011-1677420954.pdf
OYO,ATISBO,IRAWO ILE,30-04-03-012,POST OFFICE II,OYO ATISBO IRAWO ILE 30-04-03-012 POST OFFICE II,8.5465104,3.3322808,109,420,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,48,2,40,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/03/pu/012/012-1677420886.pdf
OYO,ATISBO,IRAWO ILE,30-04-03-013,BALOGUN'S COMPOUND,OYO ATISBO IRAWO ILE 30-04-03-013 BALOGUN'S COMPOUND,8.5465104,3.3322808,142,415,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,43,2,67,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/03/pu/013/013-1677421362.pdf
OYO,ATISBO,IRAWO ILE,30-04-03-014,BILEKALE COMPOUND AREA,OYO ATISBO IRAWO ILE 30-04-03-014 BILEKALE COMPOUND AREA,8.5465104,3.3322808,110,317,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,56,2,26,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3737/ward/24755/pu/100429/100429-1677477701.pdf
OYO,ATISBO,IRAWO OWODE,30-04-04-001,NURSERY PRIMARY SCHOOL I (A),OYO ATISBO IRAWO OWODE 30-04-04-001 NURSERY PRIMARY SCHOOL I (A),8.5315321,3.3603044,67,222,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,36,2,23,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/001/001-1677404226.pdf
OYO,ATISBO,IRAWO OWODE,30-04-04-002,NURSERY PRIMARY SCHOOL I (B),OYO ATISBO IRAWO OWODE 30-04-04-002 NURSERY PRIMARY SCHOOL I (B),8.5315321,3.3603044,69,205,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,49,1,7,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/04/ward/04/pu/002/002-1677406731.pdf
